,fecha,zona,cod,evento,tipoevento,unixtime,s_p,duracion,amplitudctas,frecuencia,energia,est,latitud,longitud,profundidad,magduracion,nfases,gap,distmedia,rms,erh,erz,calidad,nestaciones,ml,comp,idvolc,q,dr,tipoloc,idtipoevento,idevento,amplitud_ums,estacion,tiempo_origen,id_usuario,id_loc,ml_pre,software,etiqueta,distancia,direccion,idscnl,energia_full_waveform
1667,2022-01-09 15:05:14.000081,2,9,220109_150514_29VT,VT,1641740714.81,1.24,26.97,,4.31,,252,-36.835667,-71.328333,2.78,1.86,16.0,151.0,2.6,0.07,0.4,0.4,B1,10.0,2.3,,21,,16.33,1.0,21,4071,62.49,SHG,1641740713.17,29,520.0,2.3,apaweb,,5.6,ENE,229,
1672,2022-01-09 15:25:36.000062,2,9,220109_152536_29VT,VT,1641741936.62,1.72,38.84,,6.13,,252,-36.828667,-71.336167,1.73,0.95,15.0,161.0,2.8,0.08,0.6,0.8,B1,9.0,1.6,,21,,4.05,1.0,21,4127,22.05,SHG,1641741935.04,29,690.0,1.7,apaweb,,5.7,NNE,229,
1673,2022-01-09 15:27:36.000086,2,9,220109_152736_29VT,VT,1641742056.86,1.37,28.15,,6.77,,252,-36.835,-71.3385,3.05,1.02,12.0,183.0,2.1,0.04,0.3,0.3,C1,7.0,1.5,,21,,2.99,1.0,21,4129,17.98,SHG,1641742055.29,29,633.0,1.5,apaweb,,5.0,NNE,229,
1675,2022-01-09 15:38:38.000078,2,9,220109_153838_29VT,VT,1641742718.78,0.94,27.21,,5.34,,252,-36.840667,-71.328167,3.02,1.65,11.0,146.0,2.3,0.06,0.3,0.4,B1,7.0,1.7,,21,,4.56,1.0,21,4132,21.61,SHG,1641742717.07,29,618.0,1.7,apaweb,,5.3,ENE,229,
1678,2022-01-09 15:57:08.000098,2,9,220109_155708_29VT,VT,1641743828.98,1.21,25.4,,6.08,,252,-36.836333,-71.342167,3.76,1.71,13.0,183.0,1.8,0.09,0.7,0.6,C1,8.0,1.5,,21,,2.99,1.0,21,4138,16.14,SHG,1641743827.27,29,519.0,1.5,apaweb,,4.7,NNE,229,
1687,2022-01-09 16:16:29.000065,2,9,220109_161629_29VT,VT,1641744989.65,1.35,42.49,,4.29,,252,-36.833833,-71.330833,2.59,1.88,12.0,154.0,2.6,0.02,0.1,0.1,B1,8.0,1.6,,21,,3.45,1.0,21,4167,13.16,SHG,1641744988.07,29,518.0,1.7,apaweb,,5.6,ENE,229,
1689,2022-01-09 16:33:28.000091,2,9,220109_163328_29VT,VT,1641746008.91,0.87,17.61,,7.15,,252,-36.837167,-71.328333,3.37,1.38,12.0,173.0,2.5,0.07,0.5,0.7,B1,7.0,1.4,,21,,1.59,1.0,21,4169,10.12,SHG,1641746006.73,29,517.0,1.3,apaweb,,5.5,ENE,229,
1693,2022-01-09 17:25:40.000017,2,9,220109_172540_29VT,VT,1641749140.17,1.18,45.16,,5.44,,252,-36.834667,-71.339,3.85,2.12,17.0,155.0,2.1,0.08,0.3,0.2,B1,10.0,3.3,,21,,322.88,1.0,21,4191,1561.67,SHG,1641749138.34,29,494.0,3.6,apaweb,,5.0,NNE,229,
1694,2022-01-09 17:26:25.000087,2,9,220109_172625_29VT,VT,1641749185.87,1.4,40.78,,5.41,,252,-36.836,-71.334167,3.15,2.06,14.0,178.0,2.3,0.06,0.3,0.3,B1,9.0,2.3,,21,,19.8,1.0,21,4192,95.15,SHG,1641749184.41,29,495.0,2.4,apaweb,,5.2,ENE,229,
1697,2022-01-09 17:41:07.000001,2,9,220109_174107_29VT,VT,1641750067.01,1.19,29.02,,7.03,,252,-36.834667,-71.34,2.86,1.75,11.0,184.0,2.1,0.04,0.3,0.3,C1,7.0,1.4,,21,,1.8,1.0,21,4202,11.26,SHG,1641750065.27,29,516.0,1.4,apaweb,,4.9,NNE,229,
1699,2022-01-09 17:48:23.000049,2,9,220109_174823_29VT,VT,1641750503.49,1.1,24.61,,7.03,,252,-36.8345,-71.341167,2.97,1.64,13.0,155.0,2.1,0.04,0.2,0.2,B1,9.0,1.6,,21,,4.13,1.0,21,4207,25.82,SHG,1641750501.72,29,515.0,1.7,apaweb,,4.9,NNE,229,
1700,2022-01-09 17:53:02.000089,2,9,220109_175302_29VT,VT,1641750782.89,1.14,40.54,,7.06,,252,-36.8405,-71.328333,3.79,1.99,12.0,167.0,2.3,0.05,0.4,0.4,B1,7.0,1.4,,21,,1.34,1.0,21,4208,8.4,SHG,1641750781.05,29,514.0,1.3,apaweb,,5.3,ENE,229,
1701,2022-01-09 17:55:44.000084,2,9,220109_175544_29VT,VT,1641750944.84,1.33,29.29,,6.1,,252,-36.836833,-71.337333,3.69,1.85,16.0,152.0,2.0,0.07,0.3,0.2,B1,10.0,2.1,,21,,11.9,1.0,21,4209,64.52,SHG,1641750943.11,29,513.0,2.2,apaweb,,4.9,ENE,229,
1702,2022-01-09 18:05:14.000085,2,9,220109_180514_29VT,VT,1641751514.85,1.16,29.48,,6.05,,252,-36.836833,-71.3425,3.36,1.8,11.0,183.0,1.8,0.03,0.2,0.2,C1,8.0,1.7,,21,,4.49,1.0,21,4212,24.17,SHG,1641751513.25,29,512.0,1.7,apaweb,,4.6,NNE,229,
1703,2022-01-09 18:12:22.000036,2,9,220109_181222_29VT,VT,1641751942.36,0.84,15.65,,6.08,,252,-36.832667,-71.344667,3.14,1.39,10.0,191.0,2.2,0.04,0.5,0.3,C1,7.0,1.2,,21,,1.88,1.0,21,4213,10.16,SHG,1641751940.24,29,511.0,1.3,apaweb,,4.8,NNE,229,
1706,2022-01-09 18:44:20.000007,2,9,220109_184420_29VT,VT,1641753860.07,1.01,32.03,,8.97,,252,-36.836167,-71.330833,3.61,1.82,14.0,151.0,2.5,0.06,0.5,0.4,B1,9.0,1.1,,21,,1.12,1.0,21,4217,8.9,SHG,1641753858.24,29,510.0,1.2,apaweb,,5.4,ENE,229,
1714,2022-01-09 19:07:30.000083,2,9,220109_190730_29VT,VT,1641755250.83,1.2,20.51,,6.58,,252,-36.842,-71.3225,3.51,1.53,11.0,166.0,2.7,0.07,0.7,0.6,B1,7.0,0.9,,21,,0.88,1.0,21,4237,5.15,SHG,1641755248.96,29,509.0,1.0,apaweb,,5.7,ENE,229,
1718,2022-01-09 19:39:41.000035,2,9,220109_193941_29VT,VT,1641757181.35,1.39,31.67,,6.13,,252,-36.838833,-71.332,3.57,1.69,14.0,172.0,2.2,0.13,0.9,1.0,B1,8.0,1.4,,21,,1.89,1.0,21,4241,10.26,SHG,1641757179.81,29,508.0,1.4,apaweb,,5.2,ENE,229,
1724,2022-01-09 20:02:49.000021,2,9,220109_200249_29VT,VT,1641758569.21,1.22,23.6,,5.57,,252,-36.833,-71.3425,2.89,1.71,12.0,157.0,2.2,0.05,0.4,0.4,B1,8.0,1.0,,21,,1.05,1.0,21,4299,5.21,SHG,1641758567.57,29,507.0,1.1,apaweb,,4.9,NNE,229,
1725,2022-01-09 20:05:35.000046,2,9,220109_200535_29VT,VT,1641758735.46,1.32,27.78,,6.15,,252,-36.837167,-71.3375,3.67,1.86,13.0,178.0,2.0,0.05,0.3,0.3,B1,8.0,1.3,,21,,1.04,1.0,21,4300,5.66,SHG,1641758733.78,29,505.0,1.1,apaweb,,4.9,ENE,229,
1733,2022-01-09 21:31:13.000059,2,9,220109_213113_29VT,VT,1641763873.59,1.18,25.01,,6.15,,252,-36.835167,-71.343833,3.49,1.54,15.0,155.0,1.9,0.08,0.4,0.6,B1,9.0,2.0,,21,,11.59,1.0,21,4329,63.34,SHG,1641763871.93,29,506.0,2.2,apaweb,,4.7,NNE,229,
1736,2022-01-09 22:01:01.000077,2,9,220109_220101_29VT,VT,1641765661.77,0.96,22.02,,5.46,,252,-36.836,-71.333167,3.39,1.73,16.0,152.0,2.3,0.04,0.2,0.3,B1,10.0,1.8,,21,,9.25,1.0,21,4383,44.85,SHG,1641765659.86,29,561.0,2.0,apaweb,,5.3,ENE,229,
